Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
34,16484,579,0,3,10,23708,60,0,0,0,368,0.357324856597859,0,0,0.1071242576810512,0,3,0,27,8,934,1262,113844,37368,1373.6666666666667,0.9230707578917414,7,76476,0.239208,0.2012162295698513,629.722460687397,0.7263206459748097,0,51.0
39,59748,609,0,2,18,13807,36,3,2,2,650,0.4753041290777975,5,0,0.1723198837719423,0,2,0,30,16,780,1214,6599,7703,4979.0,0.6642590284937968,5,5644,0.1943069999999999,0.2102503278226323,520.3571299755588,0.2350586724192727,0,48.0
48,65944,415,0,3,26,33287,36,1,3,0,162,0.1241289887893035,3,0,0.1287601313444716,0,0,0,25,27,2266,598,11985,16872,5495.333333333333,0.935044325578096,7,6287,0.310787,0.3261555768325176,1461.1923240549338,0.2953764995853937,0,49.0
24,34891,538,0,1,3,30828,24,0,0,1,350,0.054323161304548,1,0,0.4807101760348859,0,3,0,29,5,514,5731,25527,6360,2907.583333333333,0.8979058865337188,2,19167,0.2368279999999999,0.2403400072921883,1630.4333857948354,0.6811269562218917,0,58.0
28,44507,589,0,3,3,24478,60,0,1,1,204,0.0415042407087394,2,0,0.2091883791466212,0,2,1,20,21,5987,1237,146915,41736,3708.9166666666665,0.9544883046576428,5,105179,0.234978,0.2516561660604819,720.8403291927344,0.2493559204240414,0,54.0
52,55262,673,0,2,27,33090,36,1,0,2,642,0.2461623228364899,2,3,0.2604165706414825,0,4,0,35,19,828,1121,114240,13183,4605.166666666667,0.9131467979063678,4,101057,0.18159,0.1491635959573548,1145.7208486305342,0.3881989465377006,0,42.0
42,17093,490,2,3,17,30437,120,1,2,1,1064,0.693289763232873,3,1,0.4292548521553083,0,3,0,30,14,2207,4612,49760,107299,1424.4166666666667,0.8578460345014702,7,5997,0.340437,0.3430974160905026,900.8216715821744,1.379386886970461,0,63.0
37,35336,616,1,1,15,23006,36,1,1,1,713,0.4882183777207448,6,0,0.3475610297399315,0,0,1,17,14,6335,1210,57777,27783,2944.6666666666665,0.9442183444664812,4,29994,0.200006,0.202686606081755,858.1379385222795,0.533553748649178,0,62.0
52,55979,584,0,4,30,17780,60,0,0,2,576,0.0898758757825479,0,3,0.0990397430747483,0,3,0,28,13,242,1175,39425,25680,4664.916666666667,0.7563156407637367,8,13745,0.2307799999999999,0.184624,455.9795083170909,0.2212214241019862,1,39.2
52,20647,469,0,3,26,16138,36,2,0,1,256,0.4216021142447844,3,0,0.3435902031352365,0,1,0,24,13,1218,1478,66856,3534,1720.5833333333333,0.8250953095584257,4,63322,0.266638,0.2901514080113977,676.40737085268,0.5419135201352332,0,55.0
30,87429,517,0,2,11,24466,60,3,1,1,728,0.1823245368380203,3,1,0.2632704926553533,0,4,0,29,27,4574,1996,136270,39602,7285.75,0.640783675811379,6,96668,0.270966,0.2543690498630998,724.3897335028045,0.1993466332913982,1,38.400000000000006
40,96726,619,1,1,16,28378,120,0,3,1,643,0.4576243994891803,2,2,0.36837155237537,0,0,0,19,5,9076,1391,113911,66017,8060.5,0.5108821960957218,1,47894,0.273878,0.3001426515874439,748.3939893547057,0.1726188188517717,0,56.0
47,18136,646,0,0,21,49304,72,1,2,1,432,0.1948116753339068,4,0,0.4351014365883426,0,2,1,22,14,1548,212,126194,47551,1511.3333333333333,0.8712909405805893,11,78643,0.241304,0.2523046663295045,1335.091616750368,1.169226918890848,0,58.0
26,49548,504,0,3,3,34399,36,1,2,1,425,0.2736062537822916,2,1,0.3144139189956796,0,1,0,20,15,2019,681,21562,62877,4129.0,0.7852720793471833,5,4708,0.2673989999999999,0.2802167913131412,1423.268971981464,0.4476311387700324,0,55.0
25,33097,580,0,3,4,26416,96,0,4,1,156,0.0665523639090891,2,2,0.0972678956261988,0,3,0,27,5,1304,1245,36831,94707,2758.083333333333,0.5118478562317943,7,10134,0.271416,0.256321995452825,649.660506822538,0.2921088340898104,0,52.0
35,78486,518,0,3,12,23333,48,0,2,1,185,0.1723002690251534,3,0,0.4633861309230684,0,0,0,25,27,6811,3455,155443,15957,6540.5,0.8110886922484769,7,139486,0.259333,0.2352317036338698,754.5609482952981,0.1436527709342249,1,40.8
36,48560,558,0,1,12,24488,36,2,0,0,275,0.423231182284765,4,1,0.4143326526441828,0,3,0,27,6,1159,1623,101555,5661,4046.6666666666665,0.8496650600152056,6,95894,0.230488,0.1981754358789278,907.786866162946,0.2922867049826061,0,58.0
22,31055,471,2,0,0,26622,36,0,0,2,462,0.1233251881030621,2,2,0.1974649241732963,0,4,0,27,22,5709,1461,76952,19911,2587.9166666666665,0.5777577958232869,3,57041,0.276122,0.302182051141047,1133.3299597781972,0.6164533736061301,0,51.0
44,49659,540,0,1,20,23968,48,0,2,1,659,0.6488296242859564,1,1,0.1823457090996163,0,4,0,18,20,6748,273,234861,14727,4138.25,0.8942937169763935,6,220134,0.248968,0.2269806031052496,764.2501160438004,0.3439256004455507,0,49.0
41,36900,553,0,0,19,16301,48,1,0,2,478,0.1441349082592926,3,0,0.0100550312972607,0,2,0,19,2,800,2220,69747,13021,3075.0,0.9938125430340676,8,56726,0.234801,0.2337023643550658,525.7831980490354,0.3264335603411497,0,52.0
43,97523,663,2,2,20,17990,60,0,3,2,232,0.4830371642717967,1,2,0.229586304099265,0,4,0,25,18,1771,362,35018,27773,8126.916666666667,0.6625414256581044,2,7245,0.19149,0.2142684263071946,491.0194618808637,0.0889660238361244,0,49.0
24,21991,529,0,2,4,12485,60,3,1,0,1283,0.3558999902411007,0,0,0.4089027224238671,0,4,0,20,26,250,2121,75760,17533,1832.5833333333333,0.892753180047767,4,58227,0.252985,0.2274189856708871,350.1091104824715,0.8911513494515784,0,56.0
29,50032,496,0,1,7,13232,48,0,2,0,466,0.1934630091354516,5,3,0.2091640419491536,0,0,0,23,7,3196,1116,210815,300961,4169.333333333333,0.9650109461672594,4,5120,0.2602319999999999,0.2535871238368859,441.3865923423869,0.2176334967242693,0,52.0
49,34293,640,0,2,29,49902,60,1,1,2,584,0.0798746668939302,2,1,0.3470288135528174,0,0,0,22,3,438,4205,79746,28273,2857.75,0.8456719183056544,4,51473,0.234902,0.2251336164068373,1392.8437975859354,0.6917483326343926,0,52.0
31,23384,593,0,0,11,16670,48,0,0,2,376,0.4290494918717211,3,1,0.2405600852638143,0,3,0,24,24,6567,456,38276,14469,1948.6666666666667,0.7159832509214259,7,23807,0.21517,0.2302611510583864,534.5365748023903,0.4672613281572307,0,55.0
26,36262,502,0,3,0,12292,24,0,3,3,546,0.5455909821157391,2,0,0.2777122297950402,0,3,0,29,10,4986,633,61673,42165,3021.833333333333,0.8251481936958938,5,19508,0.2362919999999999,0.2067569830178297,629.67615048616,0.3890605539086074,0,54.0
18,15000,486,0,1,0,31469,96,2,2,0,420,0.3747562721616749,3,2,0.3047207019633663,0,1,0,30,11,2794,757,130701,35361,1250.0,0.8190051204012296,8,95340,0.323469,0.3339461432103361,943.4008379700743,1.0907206703760597,0,54.0
26,97026,529,0,1,4,26398,36,0,1,1,894,0.597979327692465,2,2,0.1062575779900153,0,2,0,28,20,1294,820,41499,12714,8085.5,0.6857646366008319,4,28785,0.246898,0.2509341036515837,1050.8844797341317,0.2405397909509778,0,50.0
56,68366,644,0,2,32,13955,36,1,5,0,248,0.2273789433750946,3,0,0.219080306636366,0,1,0,26,26,4704,700,9392,7457,5697.166666666667,0.9379571833967818,5,1935,0.176955,0.1827920580347442,506.4634149843847,0.1324278293276279,1,39.2
28,39868,548,0,3,3,11051,84,1,1,2,407,0.1561118916951394,4,1,0.3980859607347083,0,2,1,29,5,4810,2613,7423,80799,3322.333333333333,0.7751584786368204,6,9997,0.262051,0.2503391163283407,279.9585422431685,0.2067699033540188,0,62.0
43,55821,596,0,0,23,33557,48,0,0,1,438,0.4900864194006961,2,1,0.2521333630482892,0,2,0,20,22,2914,947,29112,25916,4651.75,0.7573719033847389,2,3196,0.230557,0.24200840989659,1097.7490301817547,0.3301443607635309,0,53.0
30,63032,589,0,4,7,15716,48,0,3,2,352,0.3198663149613809,5,1,0.3569718532136089,0,1,0,33,28,2179,1402,72933,58204,5252.666666666667,0.892863061098479,4,14729,0.216216,0.2009016317090428,478.9988719468187,0.1582051412514568,1,43.2
41,23483,613,0,2,16,32523,24,0,0,1,254,0.1068114213354358,1,0,0.3877214622056384,0,1,0,30,12,1721,1404,123128,90854,1956.9166666666667,0.8505152179590262,8,32274,0.2010229999999999,0.2231213514296039,1692.2505557246222,0.9945495323721614,0,52.0
24,48065,578,0,0,0,14092,48,1,0,3,207,0.3749906075551572,1,1,0.1856938090755771,0,1,0,31,5,5140,2815,183568,28652,4005.4166666666665,0.7216952719360754,4,154916,0.220092,0.2393563212695615,458.9237489286713,0.1662557991707907,0,49.0
54,104745,500,0,1,32,12576,60,1,2,2,250,0.5971321830623151,1,2,0.235949556545185,0,3,0,30,17,4311,174,20266,22803,8728.75,0.7701208266116641,4,9540,0.267576,0.2732207373608353,386.4368264108894,0.0729127110308909,1,41.6
48,89963,623,0,2,25,13021,84,0,0,1,109,0.2228150117063178,2,1,0.665463754539409,0,0,0,22,3,18243,1806,20049,51012,7496.916666666667,0.944861863569618,6,8867,0.226521,0.22608698051777,309.94160301323143,0.0558818540528748,1,45.6
80,46410,584,0,3,56,9588,72,0,2,1,254,0.1579086961296541,5,0,0.2324109062856942,0,1,0,27,14,4740,2004,301334,31341,3867.5,0.609150451308801,1,269993,0.232588,0.2246827717400882,243.58155095573937,0.1286571560325118,1,36.8
50,42445,481,0,2,25,20303,48,0,1,1,415,0.0511762098885971,3,1,0.0455139704053086,0,4,0,18,11,4904,11649,243811,170667,3537.083333333333,0.8706105724269112,6,73144,0.2748029999999999,0.245732507236923,668.3657723806222,0.3062878847583335,0,48.0
51,129345,627,0,2,26,15762,36,0,0,1,703,0.1548127340396392,0,1,0.1153061999353542,0,0,0,29,15,7111,386,75073,48382,5468.0,0.5797373877461297,3,26691,0.187262,0.1791375738710622,569.1523705889929,0.232654054606619,1,35.2
32,37024,483,0,3,8,46365,96,2,1,3,370,0.2630865937915603,2,0,0.2110339384620526,0,4,0,33,23,1563,664,140149,4471,3085.333333333333,0.9880817449128652,3,135678,0.339865,0.3353583839460782,1394.6644052408749,0.5719525946113466,0,49.0
18,23423,570,0,2,0,52430,12,0,4,2,215,0.8045085039124451,3,1,0.2999916190596574,0,3,0,19,21,5012,4126,222980,23859,1951.9166666666667,0.8869481242898342,4,199121,0.23243,0.2286126983395449,4928.911885794866,2.6353132660008707,0,53.0
45,39252,658,2,4,22,17126,48,0,3,2,377,0.2510548078469563,2,1,0.1247440620503336,0,0,0,36,10,4033,552,23304,28099,3271.0,0.880432583741405,9,6938,0.183126,0.1731743495453232,496.9885334185367,0.2671930704428421,0,48.0
37,62577,573,0,3,15,17011,36,0,1,1,174,0.1331658328983042,4,1,0.2782675172146439,0,4,0,26,29,2881,2087,89834,11804,5214.75,0.976725509973188,5,78030,0.215511,0.2347677736355717,662.725731984784,0.1604536616299504,1,39.2
46,257997,596,0,0,23,47793,120,0,2,1,409,0.3497291226454658,3,0,0.2696218089837012,0,4,0,29,16,2948,2325,8163,36629,21499.75,0.6922588849405222,8,9562,0.304793,0.3372571708238981,1393.278189439612,0.0838278672747177,1,40.0
22,25220,542,0,1,0,16409,24,0,0,1,742,0.4110602256371514,2,0,0.3945559233179648,0,3,0,30,2,3877,1233,43523,13352,2101.6666666666665,0.7010741067416245,2,30171,0.220409,0.217565999996353,849.2975989215676,0.7571598408825857,0,61.0
41,53368,603,0,3,15,19524,60,1,3,1,708,0.0962988412145277,5,0,0.3162526792540997,0,1,0,15,5,252,3435,25158,25479,4447.333333333333,0.65192915640835,0,5881,0.223024,0.2229741495490724,542.5383364537639,0.2811883532724697,0,52.0
29,92102,606,0,2,6,8337,48,0,1,2,747,0.368986287999768,8,1,0.231310414990769,0,0,0,23,22,4953,635,25892,61648,7675.166666666667,0.815939715745499,3,4973,0.200337,0.1701743551687218,240.6396984336879,0.128679902512478,1,38.400000000000006
19,50859,538,0,2,0,29668,72,0,5,2,453,0.2629576096179838,4,1,0.834982097971747,0,3,0,26,17,2284,401,4572,41213,4238.25,0.9714684614930555,4,3310,0.275668,0.2205344,746.3833254001495,0.2829902260131303,0,58.0
60,224926,645,0,3,35,17157,60,0,2,1,307,0.4070504435580913,4,2,0.5765548184361535,0,3,0,28,9,2494,516,9739,18542,10017.666666666666,0.743135542056778,10,5322,0.199657,0.2079283549860223,462.1573364114803,0.0767800888175703,1,44.0
67,61697,640,0,2,48,41811,84,3,2,1,287,0.3955560646471729,1,2,0.5236225174346665,0,1,0,22,20,1110,377,236759,8467,5141.416666666667,0.7416139878233052,5,228292,0.246811,0.2692878417008538,1110.405641443696,0.2717938910696525,0,51.0
53,49045,603,1,4,30,21709,72,1,0,2,794,0.0659979798273757,2,2,0.5512838884613068,0,4,0,28,18,975,480,17486,65878,4087.0833333333335,0.946843699315074,6,7995,0.235209,0.22841207228861,556.355212188026,0.3303958109135755,0,58.0
44,50641,634,0,2,24,19461,36,0,1,0,793,0.4100799632430644,3,1,0.323687789865008,0,1,1,28,1,774,2098,39581,9536,4220.083333333333,0.8708625171013761,5,30045,0.187461,0.181747456699307,705.2689158378773,0.3550330165291864,0,62.0
37,37869,586,1,0,15,15285,60,1,0,0,442,0.6286869953367286,5,0,0.1142137079732796,0,2,0,23,28,3499,271,73219,16123,3155.75,0.9696862268980898,5,57096,0.227285,0.272742,469.2407156344099,0.2887556731789305,0,54.0
55,69417,664,0,0,33,14971,36,1,0,3,410,0.498330346668847,3,1,0.1273678991303974,1,3,0,17,17,777,565,99803,252276,5784.75,0.803048608135942,5,8723,0.167971,0.1505049727785951,519.344923316153,0.1606542933257535,0,57.0
47,132168,574,1,2,25,16001,60,0,3,1,378,0.0757532483622171,2,0,0.1764673895688772,1,0,0,18,7,573,3112,29733,13051,11014.0,0.8746748201467324,7,16682,0.234001,0.2529823261035137,472.4523037725909,0.0772155714338651,1,50.400000000000006
25,79952,572,0,3,2,20492,120,2,4,1,200,0.2096918205674812,5,2,0.314508335386881,0,1,0,20,10,1022,1521,39963,40882,6662.666666666667,0.9559826863790786,7,10810,0.289492,0.2760193896429412,504.2726939977991,0.1057043266956872,0,54.0
32,15000,543,2,3,8,27066,48,1,3,1,461,0.2153408924466853,0,1,0.0877914801118325,0,1,0,20,24,559,999,57018,28871,1250.0,0.6538886826510937,5,28147,0.250566,0.2604632915838474,913.2982471026016,1.0994385976820813,0,55.0
64,34543,609,0,3,42,13708,96,0,4,2,188,0.4364105617001033,6,0,0.2966040382727823,1,0,0,27,25,9700,1003,63195,20653,2878.583333333333,0.8763636665126211,4,42542,0.2442079999999999,0.2503570916364403,331.6836357015304,0.1805345114326597,0,63.0
40,75900,588,0,2,17,37152,60,0,0,2,306,0.2686131145088025,1,0,0.2316370805912179,0,0,0,24,11,3049,2423,102804,10827,6325.0,0.7818461445538212,3,91977,0.2481519999999999,0.2161798946794635,1018.0447613467012,0.2093351401338658,0,50.0
57,15000,591,0,2,35,34942,60,0,4,1,329,0.1156391795454269,6,0,0.2919334041773404,1,1,0,20,4,1363,714,365710,83190,1250.0,0.9095022674864344,2,282520,0.244442,0.2595595983692972,1045.269047613418,1.0994152380907345,0,62.0
43,82482,543,0,4,18,10548,48,1,3,3,414,0.4955099113929874,2,0,0.145225010841126,0,1,0,28,23,1873,852,34962,81276,6873.5,0.8566783721742595,1,10909,0.234048,0.2549390930013088,352.6533693938451,0.11153755283245,1,40.0
32,62019,515,0,2,5,14815,36,0,4,3,362,0.3961150144289359,3,0,0.0766294428439596,0,1,0,24,3,9702,5409,19121,14941,5168.25,0.9384478955657084,3,4180,0.242315,0.2607755809587091,597.5177952923832,0.1856562270192779,0,53.0
18,28474,550,0,4,0,13964,84,0,2,0,331,0.4451029006896652,8,1,0.0387841613700551,0,2,0,22,25,2708,577,12228,222867,2372.833333333333,0.8092466979712372,6,3931,0.263964,0.3079625073515027,406.7765600479697,0.310926414292886,0,53.0
57,93381,469,0,1,35,49162,48,0,1,1,163,0.1382609418100128,1,2,0.0975883225724681,0,3,0,23,18,19373,16619,35992,77059,7781.75,0.6225685914935708,6,1970,0.309662,0.3038165160586142,1781.0559996705567,0.249822469196589,0,48.0
34,23988,564,0,3,14,47154,48,2,1,2,335,0.1312230066434538,3,1,0.3810622346846104,0,1,0,31,14,1102,1017,79235,6368,1999.0,0.8173726682756367,5,72867,0.260154,0.2556021298032187,1578.26081123571,0.957108960097904,0,53.0
29,42234,553,0,3,6,8570,24,2,3,3,322,0.2400387506070831,4,1,0.1167605510738624,0,1,0,25,19,3570,396,60100,21128,3519.5,0.8355470846663482,9,38972,0.2070699999999999,0.1805775420649276,428.0887426792022,0.2131236660546106,0,51.0
37,60662,591,1,3,13,25521,24,1,2,2,495,0.1683916315677493,4,1,0.5650358664737558,0,2,0,17,7,4364,719,954090,37391,5055.166666666667,0.5702657649943581,4,916699,0.2050209999999999,0.1999237618280361,1298.8167315150554,0.3548481879624915,1,42.400000000000006
34,38888,475,0,1,14,13591,12,1,1,2,566,0.3712774696037325,3,0,0.097726115536074,0,1,0,32,15,8856,514,42774,2456,3240.6666666666665,0.8324397619515875,7,40318,0.241091,0.2421647957508534,1286.5837412142307,0.5716674782598943,0,51.0
47,16446,537,0,1,24,24985,120,1,2,1,238,0.621662320181418,4,2,0.5858572951475979,0,3,0,17,28,425,625,33169,22794,1370.5,0.9353703624258596,5,10375,0.311485,0.2862242894140207,633.3706620202144,0.6358049339804556,0,62.0
39,29468,626,0,0,13,23601,36,0,0,2,360,0.3746062339124149,7,1,0.1358070083117986,0,0,0,25,5,2144,976,166571,82884,2455.6666666666665,0.8005718877714432,8,83687,0.195601,0.1847788852573587,858.9012658784648,0.4963626710513634,0,49.0
31,105957,530,0,3,7,53987,72,1,0,3,399,0.0464504455465448,0,0,0.6210591922536411,0,4,0,31,16,4218,208,165299,69541,8829.75,0.5251864971506883,3,95758,0.303987,0.3267509877777587,1718.3773131502862,0.2398003695631571,0,54.0
38,111721,528,0,2,14,30366,36,0,3,1,290,0.2149883632573365,3,1,0.1660593074207329,0,1,0,22,21,6154,249,48455,3237,9310.083333333334,0.8378924482455445,5,45218,0.251366,0.2010928,1130.2008948035548,0.1525443805340326,1,39.2
34,75022,611,1,0,13,18344,36,2,1,2,1499,0.1535035114912371,2,1,0.2865271670621499,0,3,0,22,1,1351,23078,46910,19789,6251.833333333333,0.8458780404601721,2,27121,0.197844,0.1842004158380619,667.0512708787979,0.3464665731458182,0,55.0
39,85629,590,0,0,16,4766,12,0,4,2,313,0.4672254710109917,2,1,0.4773647811823293,0,0,0,26,12,1077,1585,112377,7563,7135.75,0.957924205800592,5,104814,0.174766,0.1822003387308326,437.446082869556,0.1051670928591326,1,41.6
18,29499,587,0,3,0,38888,60,0,0,0,427,0.5026728669371283,2,0,0.5494896228808431,0,0,0,29,27,757,1698,44904,23791,2458.25,0.8717856221207533,3,21113,0.250388,0.2319776192414176,1100.694079188159,0.621455945973013,0,61.0
33,21252,466,0,0,10,22283,96,3,1,1,452,0.2574527278330592,2,1,0.2391994037895282,0,1,0,22,23,2275,2394,81102,12379,1771.0,0.6096312301474475,4,68723,0.324283,0.3339930117399324,668.0911003738305,0.6324625072692437,0,52.0
26,22055,595,0,2,5,26175,84,1,0,2,492,0.1773000871024728,3,2,0.3180335641513311,0,2,0,38,18,32828,6956,51174,114849,1837.9166666666667,0.7356962933436091,8,4869,0.253675,0.2587848252050865,677.3045629970736,0.6362119590099697,0,55.0
37,19868,535,0,3,13,8259,60,3,0,1,476,0.1286645331082631,2,1,0.3775073613135373,0,0,0,24,14,3461,1222,14215,13824,1655.6666666666667,0.9128440217643216,6,3588,0.245759,0.2556473464682747,245.154605069634,0.4355675085985306,0,55.0
18,18195,559,0,2,0,12872,60,3,4,3,346,0.0999844115977846,2,1,0.3111281292802282,0,0,1,20,18,2858,544,37107,53909,1516.25,0.7901637231758672,2,1695,0.2383719999999999,0.2025321007448432,342.8453399024148,0.4543085506363823,0,61.0
43,44424,546,0,1,18,25184,24,2,0,3,537,0.0998188496511024,1,0,0.2168502191561686,0,0,0,24,21,897,694,27683,65568,3702.0,0.7012027926725046,5,3447,0.227184,0.2431056871822448,1335.412617087509,0.5057840672845784,0,52.0
26,42382,549,0,2,4,11881,36,2,3,0,474,0.1673118348356684,3,1,0.314535813836293,0,2,0,33,25,5449,561,75711,71567,3531.833333333333,0.6847797410455737,11,4144,0.222381,0.2156355304658445,451.0625923654381,0.2619213606810734,1,43.2
63,41322,633,0,3,43,11046,36,0,1,0,600,0.5208117830575011,4,0,0.1682254876349265,0,1,0,25,24,2876,4705,31249,32086,3443.5,0.698110029316169,3,8719,0.179546,0.148252323773186,381.96852880529184,0.2851658280253497,1,39.2
31,33016,410,0,1,7,19364,24,1,2,2,407,0.2604401751049787,1,2,0.0502494843332318,0,4,0,22,1,867,1564,139163,31730,2751.333333333333,0.9403708550673204,2,107433,0.289364,0.3099304289546017,1092.6186878690962,0.5450516190461944,0,51.0
41,27300,538,0,3,19,29010,48,0,1,2,421,0.3942313638685572,3,0,0.1745053151924518,0,4,0,21,11,1061,3472,354644,58397,2275.0,0.7669455851209745,7,296247,0.25501,0.2286874600073249,927.7282593432476,0.5928475865245044,0,46.0
36,33000,600,0,1,13,22167,84,0,4,2,268,0.1654340973736497,3,4,0.1583628294721886,0,0,0,17,11,3377,714,7317,31486,2750.0,0.987269845217236,6,6615,0.247167,0.2214309127731283,521.2432903559982,0.2869975601294539,0,47.0
31,43147,553,0,1,11,34396,96,1,0,2,321,0.6509091896248135,2,0,0.4858569591697325,0,1,1,22,16,7436,281,131507,109280,3595.583333333333,0.8888776880919699,1,22227,0.292896,0.2698524341671105,877.2239865841295,0.3332488432338182,0,65.0
54,19360,557,1,1,30,40796,72,0,2,1,640,0.7377742703456083,0,0,0.311558957620034,0,4,0,23,21,3866,5928,51743,7770,1613.3333333333333,0.7638316798257241,4,43973,0.277296,0.2634135975038744,1132.7446491861056,1.0988086668508918,0,61.0
60,23285,582,1,2,40,22343,48,0,3,1,715,0.0760100704908327,2,0,0.3039075185330652,0,1,1,19,2,3749,542,52191,8508,1940.4166666666667,0.6943435491301788,7,43683,0.226343,0.1935457408195681,672.2460053209518,0.7149217119970548,0,68.0
42,46717,520,0,3,21,20915,60,2,4,3,616,0.3926780588481041,4,2,0.4418981690673736,0,4,0,25,20,1085,2885,8920,11975,3893.0833333333335,0.9889078460701592,1,3094,0.265915,0.2457024490774915,608.624593648303,0.3145641869935919,0,57.0
27,40589,609,0,4,9,28661,60,0,1,2,362,0.4826297952841739,4,0,0.296171278810559,0,2,0,25,18,4620,700,14489,8517,3382.4166666666665,0.9361707909852944,3,5972,0.229161,0.2021729954410631,762.8107226167743,0.3325464700140751,0,51.0
46,52542,609,0,3,21,41356,48,2,2,2,760,0.3619543425088242,7,2,0.1289393466315969,0,0,0,23,28,2795,796,98645,8651,4378.5,0.92139995767542,1,89994,0.231856,0.2104912055724268,1281.7101663093756,0.4663035665888719,0,45.0
